,Filename,Result#1_n,Result#1_Name,Result#1_Probability,Result#2_n,Result#2_Name,Result#2_Probability,Result#3_n,Result#3_Name,Result#3_Probability,Result#4_n,Result#4_Name,Result#4_Probability,Result#5_n,Result#5_Name,Result#5_Probability
0,0AKZCRZA.png,n03393912,freight_car,0.7604286074638367,n03272562,electric_locomotive,0.022016648203134537,n04335435,streetcar,0.008965076878666878,n03095699,container_ship,0.004701769910752773,n03895866,passenger_car,0.004689276218414307
1,0PYwg4mI.png,n11939491,daisy,0.2933681607246399,n03476684,hair_slide,0.09791489690542221,n01914609,sea_anemone,0.05678573250770569,n03991062,pot,0.04246003180742264,n04133789,sandal,0.0420975536108017
2,0cbjzEYU.png,n03788195,mosque,0.26654189825057983,n02825657,bell_cote,0.24082051217556,n03028079,church,0.13873325288295746,n03220513,dome,0.036783814430236816,n03877845,palace,0.01702743209898472
3,1002.png,n09468604,valley,0.328449547290802,n09193705,alp,0.24564839899539948,n09246464,cliff,0.12937268614768982,n09399592,promontory,0.011015303432941437,n09332890,lakeside,0.009733394719660282
4,1122.png,n02009912,American_egret,0.3675995171070099,n02006656,spoonbill,0.21805134415626526,n01855672,goose,0.20055022835731506,n02012849,crane,0.02663557417690754,n02002556,white_stork,0.017789315432310104
5,1432.png,n02999410,chain,0.5254500508308411,n03532672,hook,0.13082560896873474,n03627232,knot,0.0910324677824974,n04371774,swing,0.03309670090675354,n03000134,chainlink_fence,0.006232112646102905
6,15OshbSL.png,n02769748,backpack,0.06286412477493286,n11879895,rapeseed,0.02976663038134575,n09229709,bubble,0.023358894512057304,n04356056,sunglasses,0.01828715391457081,n03891251,park_bench,0.014813514426350594
7,1952.png,n01440764,tench,0.08574029058218002,n02514041,barracouta,0.06776951253414154,n09332890,lakeside,0.04005924239754677,n13133613,ear,0.016945861279964447,n03891251,park_bench,0.01555651891976595
8,1GM0KHq0.png,n02859443,boathouse,0.15066750347614288,n09332890,lakeside,0.10876713693141937,n03393912,freight_car,0.07092998176813126,n03697007,lumbermill,0.051479361951351166,n03272562,electric_locomotive,0.0513056144118309
9,1GjI0YIS.png,n04366367,suspension_bridge,0.24678848683834076,n03160309,dam,0.11299387365579605,n09246464,cliff,0.11247110366821289,n04335435,streetcar,0.03768988326191902,n04532670,viaduct,0.03588495030999184
10,1JjDOfGV.png,n09399592,promontory,0.2614699602127075,n09246464,cliff,0.2192283272743225,n09332890,lakeside,0.08246723562479019,n09421951,sandbar,0.05083474889397621,n09428293,seashore,0.047445353120565414
11,1U1JtTj5.png,n09421951,sandbar,0.09058284759521484,n02098286,West_Highland_white_terrier,0.06091109290719032,n01664065,loggerhead,0.027700010687112808,n02091134,whippet,0.024365805089473724,n04557648,water_bottle,0.022495746612548828
12,1UXZfhm4.png,n09332890,lakeside,0.7552981376647949,n02113799,standard_poodle,0.025710666552186012,n02514041,barracouta,0.007417591288685799,n02536864,coho,0.006966086104512215,n03404251,fur_coat,0.006542363204061985
13,1hE4hLmY.png,n02788148,bannister,0.4663568139076233,n04311004,steel_arch_bridge,0.11827842891216278,n03933933,pier,0.05886712297797203,n04005630,prison,0.014551360160112381,n04366367,suspension_bridge,0.013850100338459015
14,1qi37zp9.png,n03676483,lipstick,0.1318458616733551,n02807133,bathing_cap,0.08806228637695312,n04209133,shower_cap,0.08564043045043945,n07615774,ice_lolly,0.04417641460895538,n02869837,bonnet,0.041742030531167984
15,2372.png,n03891251,park_bench,0.9189552664756775,n09332890,lakeside,0.0026657728012651205,n02504013,Indian_elephant,0.0015797578962519765,n02782093,balloon,0.0014768489636480808,n02747177,ashcan,0.0014684897614642978
16,2462.png,n01773549,barn_spider,0.3527113199234009,n04275548,spider_web,0.07266153395175934,n03445777,golf_ball,0.05413665995001793,n01770081,harvestman,0.04951179400086403,n01914609,sea_anemone,0.02648240141570568
17,2482.png,n09332890,lakeside,0.5774398446083069,n09421951,sandbar,0.05490801855921745,n09428293,seashore,0.04993754252791405,n02814860,beacon,0.013518963940441608,n09472597,volcano,0.012379100546240807
18,2492.png,n11939491,daisy,0.21260619163513184,n02948072,candle,0.11890137940645218,n02219486,ant,0.09877276420593262,n02206856,bee,0.09204022586345673,n02165456,ladybug,0.03417860344052315
19,2572.png,n02788148,bannister,0.7753216624259949,n03874293,paddlewheel,0.006740246433764696,n03065424,coil,0.004368193913251162,n04005630,prison,0.0037512541748583317,n02814860,beacon,0.002743400866165757
20,2632.png,n04136333,sarong,0.06117982044816017,n11879895,rapeseed,0.04650197923183441,n03450230,gown,0.034466974437236786,n03770439,miniskirt,0.03318532928824425,n03866082,overskirt,0.032204899936914444
21,2712.png,n09288635,geyser,0.3462389409542084,n09468604,valley,0.13423886895179749,n03160309,dam,0.08663240820169449,n09246464,cliff,0.06336575746536255,n09193705,alp,0.02061174437403679
22,2952.png,n09332890,lakeside,0.4892522692680359,n02782093,balloon,0.1385648250579834,n02814860,beacon,0.018248140811920166,n02951358,canoe,0.010308995842933655,n09428293,seashore,0.010103524662554264
23,3342.png,n04335435,streetcar,0.21155257523059845,n03032252,cinema,0.1794169545173645,n04286575,spotlight,0.033844489604234695,n03895866,passenger_car,0.02881196327507496,n04081281,restaurant,0.02826758474111557
24,3732.png,n04355933,sunglass,0.2379055917263031,n04356056,sunglasses,0.22542725503444672,n04209133,shower_cap,0.031016990542411804,n03630383,lab_coat,0.03086703084409237,n04584207,wig,0.01595241203904152
25,3892.png,n03976657,pole,0.4968886971473694,n03355925,flagpole,0.1670721024274826,n03891251,park_bench,0.018170641735196114,n04562935,water_tower,0.017618970945477486,n06794110,street_sign,0.01423963624984026
26,38aOJGmc.png,n03126707,crane,0.07665480673313141,n02692877,airship,0.06121288239955902,n03220513,dome,0.05287978798151016,n02782093,balloon,0.05272642523050308,n01616318,vulture,0.02824130840599537
27,3HtNl6m1.png,n03792782,mountain_bike,0.39444124698638916,n03208938,disk_brake,0.31134799122810364,n02999410,chain,0.0328800268471241,n04509417,unicycle,0.011654585599899292,n02835271,bicycle-built-for-two,0.009091195650398731
28,3LMlKF8J.png,n02437312,Arabian_camel,0.24003195762634277,n02423022,gazelle,0.12727926671504974,n02422106,hartebeest,0.10740422457456589,n02391049,zebra,0.05415993928909302,n02117135,hyena,0.0493236742913723
29,3dvapOjm.png,n04311004,steel_arch_bridge,0.2861208915710449,n03933933,pier,0.09774906188249588,n02692877,airship,0.08075353503227234,n03065424,coil,0.05234904959797859,n04355338,sundial,0.025971006602048874
30,3qJF9mJq.png,n03595614,jersey,0.2854958474636078,n04136333,sarong,0.032685671001672745,n04456115,torch,0.02826177142560482,n06794110,street_sign,0.02717871591448784,n03976657,pole,0.022681979462504387
31,3zjXPhH6.png,n03188531,diaper,0.6575639247894287,n02869837,bonnet,0.013197734020650387,n04371774,swing,0.0077659571543335915,n07615774,ice_lolly,0.0032440207432955503,n02786058,Band_Aid,0.0030542416498064995
32,4112.png,n02894605,breakwater,0.08420349657535553,n09428293,seashore,0.05629139766097069,n02134084,ice_bear,0.05127255246043205,n02132136,brown_bear,0.04987293854355812,n09332890,lakeside,0.04416489973664284
33,4342.png,n03877845,palace,0.5444765686988831,n04486054,triumphal_arch,0.1007775142788887,n02825657,bell_cote,0.05988262966275215,n04523525,vault,0.03067220002412796,n03781244,monastery,0.01988837495446205
34,4532.png,n04604644,worm_fence,0.5021899342536926,n03976657,pole,0.05831839144229889,n09332890,lakeside,0.04527323320508003,n03930313,picket_fence,0.03920222818851471,n02999410,chain,0.020566077902913094
35,4542.png,n02980441,castle,0.7488217949867249,n09246464,cliff,0.0030717342160642147,n02825657,bell_cote,0.0026743258349597454,n03781244,monastery,0.0026321308687329292,n09468604,valley,0.0024854710791260004
36,4GhWdDgL.png,n03891251,park_bench,0.1588304191827774,n03770439,miniskirt,0.12619857490062714,n02837789,bikini,0.10388560593128204,n04371774,swing,0.03442041575908661,n04099969,rocking_chair,0.034224413335323334
37,5022.png,n03781244,monastery,0.3979959189891815,n03028079,church,0.23085302114486694,n02980441,castle,0.047372590750455856,n02825657,bell_cote,0.014528368599712849,n03877845,palace,0.00779453432187438
38,5392.png,n02782093,balloon,0.06300649791955948,n09332890,lakeside,0.057742439210414886,n09193705,alp,0.036952339112758636,n03837869,obelisk,0.02690502069890499,n03355925,flagpole,0.02673041634261608
39,571OQBB3.png,n04069434,reflex_camera,0.25189778208732605,n03657121,lens_cap,0.12190457433462143,n07930864,cup,0.05336746200919151,n03759954,microphone,0.05287320166826248,n04485082,tripod,0.025412123650312424
40,5RvkxlEn.png,n03947888,pirate,0.20947174727916718,n04147183,schooner,0.15693819522857666,n03216828,dock,0.06579103320837021,n03344393,fireboat,0.05407493934035301,n02687172,aircraft_carrier,0.046642061322927475
41,5bUMtSIR.png,n09246464,cliff,0.20993022620677948,n04209239,shower_curtain,0.0814453735947609,n09468604,valley,0.08129459619522095,n03160309,dam,0.07004674524068832,n09332890,lakeside,0.018311819061636925
42,5jZ7JEaf.png,n03220513,dome,0.42760294675827026,n03028079,church,0.12444180250167847,n03877845,palace,0.10589205473661423,n03355925,flagpole,0.032315693795681,n03781244,monastery,0.03216301277279854
43,5sMX8TjO.png,n04099969,rocking_chair,0.47533902525901794,n03201208,dining_table,0.04967039078474045,n04525038,velvet,0.023589564487338066,n04429376,throne,0.023091761395335197,n03179701,desk,0.01531047560274601
44,61a6Lr0z.png,n03891251,park_bench,0.7404177188873291,n09332890,lakeside,0.03857811912894249,n12768682,buckeye,0.006003449205309153,n02782093,balloon,0.004366515204310417,n09468604,valley,0.004329242743551731
45,76YyJwJY.png,n09246464,cliff,0.6799021363258362,n09472597,volcano,0.03496488183736801,n09399592,promontory,0.031069759279489517,n09193705,alp,0.007548206020146608,n09468604,valley,0.005542810074985027
46,76jFmOA9.png,n06874185,traffic_light,0.26759397983551025,n03126707,crane,0.11809603869915009,n02782093,balloon,0.06933760643005371,n03933933,pier,0.05553293973207474,n02930766,cab,0.026594247668981552
47,7OKvzizH.png,n09332890,lakeside,0.09979339689016342,n09468604,valley,0.0682755708694458,n03733281,maze,0.051128409802913666,n03980874,poncho,0.029230130836367607,n04370456,sweatshirt,0.026482151821255684
48,7hELOk55.png,n09332890,lakeside,0.2900407910346985,n09193705,alp,0.06985974311828613,n09468604,valley,0.05043230578303337,n02782093,balloon,0.023064082488417625,n03891251,park_bench,0.022763270884752274
49,8VsJwN6h.png,n09332890,lakeside,0.0874309167265892,n01828970,bee_eater,0.06466375291347504,n02843684,birdhouse,0.043421823531389236,n01824575,coucal,0.036739662289619446,n03958227,plastic_bag,0.030783459544181824
50,8uJvuh9c.png,n09468604,valley,0.30220043659210205,n09246464,cliff,0.2569117844104767,n03792782,mountain_bike,0.07202409952878952,n09332890,lakeside,0.049605123698711395,n09193705,alp,0.024370739236474037
51,912.png,n09246464,cliff,0.658667802810669,n09468604,valley,0.13136522471904755,n09193705,alp,0.03601056709885597,n09332890,lakeside,0.010416093282401562,n03792782,mountain_bike,0.00993820559233427
52,9OjeQH6M.png,n02837789,bikini,0.16759873926639557,n02963159,cardigan,0.07560335844755173,n03710637,maillot,0.03847308084368706,n03394916,French_horn,0.03183969110250473,n03814639,neck_brace,0.031171010807156563
53,9zHgXPOC.png,n03759954,microphone,0.13727207481861115,n04296562,stage,0.12226114422082901,n03814639,neck_brace,0.08756416290998459,n03141823,crutch,0.028762733563780785,n03595614,jersey,0.022324347868561745
54,AVCp2OuH.png,n04044716,radio_telescope,0.6695002913475037,n03220513,dome,0.03710852190852165,n09332890,lakeside,0.021483976393938065,n04258138,solar_dish,0.019952408969402313,n03160309,dam,0.015221611596643925
55,AfQjsi4W.png,n03976657,pole,0.8334265351295471,n04458633,totem_pole,0.0036410607863217592,n06794110,street_sign,0.0028367158956825733,n06874185,traffic_light,0.0020851166918873787,n03733131,maypole,0.001715602120384574
56,Aou9FnAk.png,n04532670,viaduct,0.36804401874542236,n04604644,worm_fence,0.10679434984922409,n03933933,pier,0.05686883628368378,n04562935,water_tower,0.03161619231104851,n03160309,dam,0.02795347385108471
57,ArTcMtzr.png,n03877845,palace,0.1377754658460617,n04335435,streetcar,0.09670985490083694,n06794110,street_sign,0.07988754659891129,n03447447,gondola,0.03431812301278114,n02930766,cab,0.028139596804976463
58,C2sW02Pb.png,n02138441,meerkat,0.033878639340400696,n02002724,black_stork,0.02643086016178131,n01795545,black_grouse,0.025381481274962425,n02132136,brown_bear,0.01983879692852497,n02119022,red_fox,0.018968850374221802
59,C5dRF6Bx.png,n03126707,crane,0.7431668043136597,n03345487,fire_engine,0.014431905001401901,n02782093,balloon,0.013674300163984299,n03240683,drilling_platform,0.008095166645944118,n02692877,airship,0.005468830466270447
60,CA0apLYe.png,n02837789,bikini,0.6106041669845581,n11879895,rapeseed,0.054493989795446396,n03866082,overskirt,0.01940624602138996,n03891251,park_bench,0.01635623723268509,n03710637,maillot,0.015016735531389713
61,CIVzV3mb.png,n02788148,bannister,0.6786876916885376,n04523525,vault,0.061944376677274704,n04553703,washbasin,0.007287855260074139,n04239074,sliding_door,0.007201822940260172,n04005630,prison,0.005337868817150593
62,Cc00ToIMR8.png,n03866082,overskirt,0.41506603360176086,n02808304,bath_towel,0.1896495223045349,n03877472,pajama,0.07050098478794098,n03534580,hoopskirt,0.036468710750341415,n03450230,gown,0.03610404208302498
63,Ck4khjdQ.png,n04209133,shower_cap,0.1485615223646164,n02808304,bath_towel,0.13108789920806885,n02892767,brassiere,0.104761503636837,n03877472,pajama,0.047891758382320404,n02730930,apron,0.044833701103925705
